id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,is_official,name,note,feed_contact_email,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features,redirect.id,redirect.comment
jbda-kitanagoyacity-communitybus,gtfs,,JP,Aichi Prefecture,Kitanagoya,北名古屋市,True,北名古屋市　市内循環バス「きたバス」,"収録路線：きたバス　全路線
GTFS-JP３版対応",machi@city.kitanagoya.lg.jp,,https://api.gtfs-data.jp/v2/organizations/kitanagoyacity/feeds/communitybus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kitanagoyacity-communitybus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.226019,35.263155,136.84214,136.90429,2025-10-29 19:00:36.716474+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kitashitara-odekakehokusetsu,gtfs,,JP,Aichi Prefecture,Shitara,北設楽郡公共交通活性化協議会,True,おでかけ北設（設楽町・東栄町・豊根村）,"収録路線：「おでかけ北設」定時定路線全路線　ただし「6津具線」「7田口新城線」を除く（豊鉄バス運行のため、豊鉄バス作成のデータを参照ください） 
GTFS-JP3版対応",gtfsinfo@rosenzu.com,,https://api.gtfs-data.jp/v2/organizations/kitashitara/feeds/odekakehokusetsu/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kitashitara-odekakehokusetsu/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.029128,35.215876,137.459013,137.818272,2026-04-01 00:18:42.938174+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Transfers|Translations,,
jbda-kobecity-kobe-satoyama,gtfs,,JP,Hyogo Prefecture,Kobe,神戸市,True,北区青葉台・柏尾台地区「さとやま」,神戸市北区青葉台・柏尾台地域の地域コミュニティ交通「さとやま」。2026年3月2日、本格運行開始。,kokyokotsu@office.city.kobe.lg.jp,,https://api.gtfs-data.jp/v2/organizations/kobecity/feeds/kobe-satoyama/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kobecity-kobe-satoyama/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.756422,34.773838,135.130693,135.155751,2026-03-23 20:37:50.369878+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kobecity-kobe-shiokaze,gtfs,,JP,Hyogo Prefecture,Kobe,神戸市,True,神戸市コミュニティバス,しおかぜ、はまちどり、ふきあい南北バス、ヘルマンバス、からとくるりんバス,kokyokotsu@office.city.kobe.lg.jp,,https://api.gtfs-data.jp/v2/organizations/kobecity/feeds/kobe-shiokaze/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kobecity-kobe-shiokaze/latest.zip,https://creativecommons.org/licenses/by/2.1/jp/,34.633429,34.79403,135.07421,135.275779,2026-02-06 00:18:08.171924+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kochi-ekimae-kanko-GTFS-Ekimae_Airportbus,gtfs,,JP,Kochi Prefecture,Kochi,株式会社高知駅前観光,True,空港連絡バス,not_set,https://kochiekimaekanko.jp/,,https://api.gtfs-data.jp/v2/organizations/kochi-ekimae-kanko/feeds/GTFS-Ekimae_Airportbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi-ekimae-kanko-GTFS-Ekimae_Airportbus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.547681,33.567758,133.542862,133.674519,2026-03-01 00:32:52.651618+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kochi-ekimae-kanko-GTFS-Ekimae_Expressbus,gtfs,,JP,Kochi Prefecture,Kochi,株式会社高知駅前観光,True,高速バス,not_set,https://kochiekimaekanko.jp/,,https://api.gtfs-data.jp/v2/organizations/kochi-ekimae-kanko/feeds/GTFS-Ekimae_Expressbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi-ekimae-kanko-GTFS-Ekimae_Expressbus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.539333,35.688619,133.544088,139.876866,2026-02-01 00:32:59.712216+00:00,active,Bike Allowed|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kochi-kanko-convention-GTFS-KVCA_MY-YUbus,gtfs,,JP,Kochi Prefecture,Kochi,公益財団法人高知県観光コンベンション協会,True,MY遊バス,not_set,https://kochi-tabi.jp/lp/my-bus/,,https://api.gtfs-data.jp/v2/organizations/kochi-kanko-convention/feeds/GTFS-KVCA_MY-YUbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi-kanko-convention-GTFS-KVCA_MY-YUbus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.496928,33.567507,133.542681,133.593458,2026-04-01 00:17:52.448959+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kochi-konancity-GTFS-Konancity_Bus,gtfs,,JP,Kochi Prefecture,Konan,香南市,True,香南市営バス,,https://www.city.kochi-konan.lg.jp/bus/,,https://api.gtfs-data.jp/v2/organizations/kochi-konancity/feeds/GTFS-Konancity_Bus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi-konancity-GTFS-Konancity_Bus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.534374,33.608195,133.69488,133.83378,2026-01-26 00:19:06.133815+00:00,active,Booking Rules|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Transfers|Translations,,
jbda-kochi-koryo-kotsu-GTFS-Koryotraffic_Localbus,gtfs,,JP,Kochi Prefecture,Yusuhara,高知高陵交通株式会社,True,路線バス,not_set,http://koryokoutsu.net/,,https://api.gtfs-data.jp/v2/organizations/kochi-koryo-kotsu/feeds/GTFS-Koryotraffic_Localbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi-koryo-kotsu-GTFS-Koryotraffic_Localbus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.243824,33.49758,132.84003,133.423921,2026-04-01 00:28:01.001424+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Transfers|Translations,,
jbda-kochi-seinan-kotsu-GTFS-Seinan_Expressbus,gtfs,,JP,Kochi,,高知西南交通株式会社,True,高速バス,not_set,http://www.kochi-seinan.co.jp/,,https://api.gtfs-data.jp/v2/organizations/kochi-seinan-kotsu/feeds/GTFS-Seinan_Expressbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi-seinan-kotsu-GTFS-Seinan_Expressbus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,,active,Attributions|Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Shapes|Translations,,
jbda-kochi-seinan-kotsu-GTFS-Seinantraffic_Akamego,gtfs,,JP,Kochi Prefecture,Shimanto,高知西南交通株式会社,True,まちなかぐるっと循環周遊バス,過去のFeed名：あかめ号,http://www.kochi-seinan.co.jp/,,https://api.gtfs-data.jp/v2/organizations/kochi-seinan-kotsu/feeds/GTFS-Seinantraffic_Akamego/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi-seinan-kotsu-GTFS-Seinantraffic_Akamego/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,32.983887,33.017288,132.887503,132.943902,2026-04-01 00:29:33.215992+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kochi-seinan-kotsu-GTFS-Seinantraffic_Localbus,gtfs,,JP,Kochi Prefecture,Shimanto,高知西南交通株式会社,True,路線バス,not_set,http://www.kochi-seinan.co.jp/,,https://api.gtfs-data.jp/v2/organizations/kochi-seinan-kotsu/feeds/GTFS-Seinantraffic_Localbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi-seinan-kotsu-GTFS-Seinantraffic_Localbus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,32.724128,33.178037,132.62831,133.106589,2025-12-02 01:16:31.195615+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility|Transfers|Translations,,
jbda-kochi-seinan-kotsu-GTFS-Seinantraffic_Riverbus,gtfs,,JP,Kochi Prefecture,Shimanto,高知西南交通株式会社,True,四万十川バス,not_set,http://www.kochi-seinan.co.jp/,,https://api.gtfs-data.jp/v2/organizations/kochi-seinan-kotsu/feeds/GTFS-Seinantraffic_Riverbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi-seinan-kotsu-GTFS-Seinantraffic_Riverbus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,32.983879,33.178037,132.783192,132.944044,2025-10-29 21:10:27.859295+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kochi-seinan-kotsu-GTFS-Seinantraffic_Shimaashi,gtfs,,JP,Kochi Prefecture,Shimanto,高知西南交通株式会社,True,しまんと・あしずり号,not_set,http://www.kochi-seinan.co.jp/,,https://api.gtfs-data.jp/v2/organizations/kochi-seinan-kotsu/feeds/GTFS-Seinantraffic_Shimaashi/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi-seinan-kotsu-GTFS-Seinantraffic_Shimaashi/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,32.725305,33.012048,132.631357,133.018922,2025-10-29 21:10:03.533141+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kochi-suzakicity-GTFS-Susakicity_Bus,gtfs,,JP,Kochi Prefecture,Susaki,須崎市,True,須崎市営バス,,,,https://api.gtfs-data.jp/v2/organizations/kochi-suzakicity/feeds/GTFS-Susakicity_Bus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi-suzakicity-GTFS-Susakicity_Bus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.35796,33.411915,133.283383,133.325123,2026-01-01 00:26:43.193605+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kochi-suzakicity-GTFS-Susakicity_Ferry,gtfs,,JP,Kochi Prefecture,Susaki,須崎市,True,須崎市営巡航船,,,,https://api.gtfs-data.jp/v2/organizations/kochi-suzakicity/feeds/GTFS-Susakicity_Ferry/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi-suzakicity-GTFS-Susakicity_Ferry/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.408976,33.443941,133.359093,133.430067,2025-10-29 21:10:27.753733+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kochi-tobu-kotsu-GTFS-Tobutraffic_Localbus,gtfs,,JP,Kochi Prefecture,Muroto,高知東部交通株式会社,True,路線バス,not_set,http://www.tobukoutsu.net/,,https://api.gtfs-data.jp/v2/organizations/kochi-tobu-kotsu/feeds/GTFS-Tobutraffic_Localbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi-tobu-kotsu-GTFS-Tobutraffic_Localbus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.245658,33.616093,133.532604,134.299428,2026-04-01 00:20:33.429093+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Transfers|Translations,,
jbda-kochi-tsunotown-GTFS-Tsunotown_Bus,gtfs,,JP,Kochi Prefecture,Tsuno,津野町,True,津野町コミュニティバス「つのバス」,,https://town.kochi-tsuno.lg.jp/section/post_3690,,https://api.gtfs-data.jp/v2/organizations/kochi-tsunotown/feeds/GTFS-Tsunotown_Bus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi-tsunotown-GTFS-Tsunotown_Bus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.368373,33.464588,132.960583,133.244521,2026-04-01 00:11:46.950939+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Shapes|Transfers|Translations,,
jbda-kochi_pref-GTFS-Kochipref_Ferry,gtfs,,JP,Kochi Prefecture,Kochi,高知県,True,高知県営渡船,not_set,https://www.pref.kochi.lg.jp/doc/tosen1/,,https://api.gtfs-data.jp/v2/organizations/kochi_pref/feeds/GTFS-Kochipref_Ferry/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochi_pref-GTFS-Kochipref_Ferry/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.501377,33.504314,133.557979,133.563044,2025-10-29 21:10:52.583520+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility|Translations|Trips Wheelchair Accessibility,,
jbda-kochiap-GTFS-KochIAP_AirportShare,gtfs,,JP,Kochi Prefecture,Nankoku,高知県航空利用促進協議会,True,高知県航空利用促進協議会「空港乗合タクシー」,not_set,https://www.kochiap.co.jp/taxi/,,https://api.gtfs-data.jp/v2/organizations/kochiap/feeds/GTFS-KochIAP_AirportShare/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kochiap-GTFS-KochIAP_AirportShare/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.54736,33.562011,133.673435,133.698145,2025-10-29 21:10:52.484205+00:00,active,Bike Allowed|Booking Rules|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-komatsucity-blue,gtfs,,JP,Ishikawa Prefecture,Komatsu,小松市,True,市内循環線北コース,,kotsu-s@city.komatsu.lg.jp,,https://api.gtfs-data.jp/v2/organizations/komatsucity/feeds/blue/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-komatsucity-blue/latest.zip,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,36.3980379782024,36.4301457851111,136.439892106319,136.4786157377,2025-10-29 18:28:29.713808+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-komatsucity-kibagatasen,gtfs,,JP,Ishikawa Prefecture,Komatsu,小松市,True,木場潟線,,kotsu-s@city.komatsu.lg.jp,,https://api.gtfs-data.jp/v2/organizations/komatsucity/feeds/kibagatasen/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-komatsucity-kibagatasen/latest.zip,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,36.3445747279399,36.4015370451702,136.425401981311,136.492147751245,2025-10-29 18:28:29.942696+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-komatsucity-orange,gtfs,,JP,Ishikawa Prefecture,Komatsu,小松市,True,市内循環線南コース,,kotsu-s@city.komatsu.lg.jp,,https://api.gtfs-data.jp/v2/organizations/komatsucity/feeds/orange/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-komatsucity-orange/latest.zip,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,36.3851997762139,36.4053321989731,136.439892106319,136.50152223466,2025-10-29 18:28:51.244432+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-komonotown-communitybus,gtfs,,JP,Mie Prefecture,Inabe,菰野町,True,菰野町「かもしか号」,"収録路線：かもしか号（タクシー型車両を使用する 10コース湯の山神明線を除く）
GTFS-JP３版対応",gtfsinfo@rosenzu.com,,https://api.gtfs-data.jp/v2/organizations/komonotown/feeds/communitybus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-komonotown-communitybus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.996838,35.09032,136.4787,136.54166,2026-04-01 01:36:43.971777+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Translations,,
jbda-kotosan-kotohira-local,gtfs,,JP,Kagawa Prefecture,Manno,琴参バス株式会社,True,琴平路線,not_set,y.koyama@kotosan.co.jp,,https://api.gtfs-data.jp/v2/organizations/kotosan/feeds/kotohira-local/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kotosan-kotohira-local/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.0922205942106,34.291959,133.778400408771,134.026157471663,2026-03-03 00:35:40.779096+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kotosan-marugame-community,gtfs,,JP,Kagawa Prefecture,Marugame,琴参バス株式会社,True,丸亀コミュニティバス,,y.koyama@kotosan.co.jp,,https://api.gtfs-data.jp/v2/organizations/kotosan/feeds/marugame-community/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kotosan-marugame-community/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.21053022,34.312075,133.77798044,133.88777345,2026-03-03 01:18:18.193578+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kotosan-sakaide-local,gtfs,,JP,Kagawa Prefecture,Sakaide,琴参バス株式会社,True,坂出路線,not_set,y.koyama@kotosan.co.jp,,https://api.gtfs-data.jp/v2/organizations/kotosan/feeds/sakaide-local/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kotosan-sakaide-local/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.2090300480715,34.4660636906209,133.801585926578,133.931863312269,2026-03-03 00:15:21.573435+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kozushimavillage-kozushimavillagebus,gtfs,,JP,Tokyo,Kozushima,神津島村,True,神津島村営バス,内回りルート、外回りルート、西海岸ルート、天上山６合目直行便、夜間温泉循環バス,kankou@vill.kouzushima.tokyo.jp,,https://api.gtfs-data.jp/v2/organizations/kozushimavillage/feeds/kozushimavillagebus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kozushimavillage-kozushimavillagebus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.190364,34.240038,139.129475,139.15332,2026-02-09 01:40:28.298457+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kuma-bus-kuma-bus,gtfs,,JP,Kumamoto Prefecture,Kashima,熊本バス,True,熊本バス,not_set,https://www.kuma-bus.co.jp/bustime/,,https://api.gtfs-data.jp/v2/organizations/kuma-bus/feeds/kuma-bus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kuma-bus-kuma-bus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,32.61403,32.803623,130.66951,130.99182,2026-04-01 00:11:55.373807+00:00,active,,,
jbda-kumagayacity-yuuyuubus,gtfs,,JP,Saitama Prefecture,Gyoda,熊谷市,True,熊谷市ゆうゆうバス,市内循環ゆうゆうバス（さくら号、グライダー号、ムサシトミヨ号、グライダーワゴン、くまぴあ号、ひまわり号、ほたる号、直実号）,kikaku@city.kumagaya.lg.jp,,https://api.gtfs-data.jp/v2/organizations/kumagayacity/feeds/yuuyuubus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kumagayacity-yuuyuubus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,36.072709,36.235171,139.308104,139.437077,2026-04-01 00:09:07.908969+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes,,
jbda-kumamoto-shiden-kumamotoshiden,gtfs,,JP,Kumamoto Prefecture,Kumamoto,熊本市交通局,True,熊本市電,not_set,unkokanri@city.kumamoto.lg.jp,,https://api.gtfs-data.jp/v2/organizations/kumamoto-shiden/feeds/kumamotoshiden/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kumamoto-shiden-kumamotoshiden/latest.zip,https://creativecommons.org/licenses/by/2.1/jp/,32.778385,32.817426,130.688564,130.761074,2025-10-29 23:45:36.936619+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Transfers|Translations,,
jbda-kumamoto-toshibus-kumamoto-toshibus,gtfs,,JP,Kumamoto Prefecture,Kikuyou,熊本都市バス,True,熊本都市バス,not_set,https://www.kumamoto-toshibus.co.jp/,,https://api.gtfs-data.jp/v2/organizations/kumamoto-toshibus/feeds/kumamoto-toshibus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kumamoto-toshibus-kumamoto-toshibus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,32.754112,32.908157,130.66692,130.80939,2026-04-01 00:28:04.479028+00:00,active,Fares V1|Feed Information|Headsigns|Location Types,,
jbda-kumamotodentetsu-kumamotodentetsu,gtfs,,JP,Kumamoto Prefecture,Kumamoto,熊本電鉄,True,熊本電鉄電車,,nishizawa@csis.u-tokyo.ac.jp,,https://api.gtfs-data.jp/v2/organizations/kumamotodentetsu/feeds/kumamotodentetsu/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kumamotodentetsu-kumamotodentetsu/latest.zip,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,32.809331,32.883263,130.699861,130.749965,2025-10-29 23:45:36.520597+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kumamotodentetsu-kumamotodentetsu-bus,gtfs,,JP,Kumamoto Prefecture,Kikuchi,熊本電鉄,True,熊本電鉄バス,not_set,nishizawa@csis.u-tokyo.ac.jp,,https://api.gtfs-data.jp/v2/organizations/kumamotodentetsu/feeds/kumamotodentetsu-bus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kumamotodentetsu-kumamotodentetsu-bus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,32.7778,32.985428,130.68816,130.86928,2026-01-17 00:21:53.974042+00:00,active,Fares V1|Feed Information|Headsigns|Location Types,,
jbda-kumanocity-communitybus,gtfs,,JP,Mie Prefecture,Kumano,熊野市,True,熊野市バス、御浜町自主運行バス,"熊野市バス　全5路線（瀞流荘紀南病院線、熊野古道瀞流荘線は御浜町内も運行）
　GTFS-JP3版対応",kikakuchousei-en@city.kumano.mie.jp,,https://api.gtfs-data.jp/v2/organizations/kumanocity/feeds/communitybus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kumanocity-communitybus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.7943424,33.9958203,135.775422,136.1813539,2025-10-29 19:03:12.533827+00:00,active,Attributions|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Transfers|Translations,,
jbda-kumanocity-shuyubus,gtfs,,JP,Mie Prefecture,Kumano,熊野市,True,熊野市市街地周遊バス,"収録路線：市街地周遊バス
　GTFS-JP3版対応",kikakuchousei-en@city.kumano.mie.jp,,https://api.gtfs-data.jp/v2/organizations/kumanocity/feeds/shuyubus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kumanocity-shuyubus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.8632077,33.8936995,136.06081,136.11562,2025-12-05 00:48:51.944664+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Translations,,
jbda-kumanogobobus-kumanogobobus_gobo,gtfs,,JP,Wakayama Prefecture,Gobo,熊野御坊南海バス株式会社,True,熊野御坊南海バス 御坊エリア,熊野御坊南海バス株式会社の御坊支社・御坊エリアの路線バスの情報を登録しています。,s.nishikubo@nankai-nanki.jp,,https://api.gtfs-data.jp/v2/organizations/kumanogobobus/feeds/kumanogobobus_gobo/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kumanogobobus-kumanogobobus_gobo/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.81378,34.046046,135.065444,135.370464,2025-10-29 19:09:56.019564+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kumanogobobus-kumanogobobus_kumano,gtfs,,JP,Wakayama Prefecture,Shingu,熊野御坊南海バス株式会社,True,熊野御坊南海バス 熊野エリア,熊野御坊南海バス株式会社の新宮本社・熊野エリアの路線バスおよび白浜空港リムジンバスの情報を登録しています。,s.nishikubo@nankai-nanki.jp,,https://api.gtfs-data.jp/v2/organizations/kumanogobobus/feeds/kumanogobobus_kumano/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kumanogobobus-kumanogobobus_kumano/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.47571,33.838609,135.360149,136.004756,2026-04-01 00:29:28.547935+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kunitachicity-aoyagikko,gtfs,,JP,Tokyo,Kunitachi,国立市,True,国立市コミュニティワゴン「あおやぎっこ」,,sec_kotu@city.kunitachi.lg.jp,,https://api.gtfs-data.jp/v2/organizations/kunitachicity/feeds/aoyagikko/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kunitachicity-aoyagikko/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.681775045396,35.6860865277198,139.420335974562,139.4446362555,2026-02-03 00:39:04.186428+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kurobecity-ishida-aimoto,gtfs,,JP,Toyama Prefecture,Kurobe,黒部市,True,石田・愛本,,,,https://api.gtfs-data.jp/v2/organizations/kurobecity/feeds/ishida-aimoto/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kurobecity-ishida-aimoto/latest.zip,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,36.8370936543294,36.8866263266667,137.416889448571,137.564363479614,2025-10-29 18:26:42.298413+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes,,
jbda-kurobecity-shinkansenikuji-ishida-aimoto-minibus,gtfs,,JP,Toyama Prefecture,Kurobe,黒部市,True,新幹線生地、石田三日市、愛本、電動ミニバス,,,,https://api.gtfs-data.jp/v2/organizations/kurobecity/feeds/shinkansenikuji-ishida-aimoto-minibus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kurobecity-shinkansenikuji-ishida-aimoto-minibus/latest.zip,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,36.8551989333333,36.9057392406,137.416889448571,137.561869449524,2026-04-03 00:09:58.803120+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-kuroishicity-kuroishi,gtfs,,JP,Aomori Prefecture,Kuroishi,黒石市,True,ぷらっと号,アクロスプラザ線、東線、厚生病院線、ちとせ線,kikaku@city.kuroishi.aomori.jp,,https://api.gtfs-data.jp/v2/organizations/kuroishicity/feeds/kuroishi/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-kuroishicity-kuroishi/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,40.631265,40.666279,140.57895,140.608228,2026-03-23 20:28:43.498005+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
